province,district,districtNp,code,name,nameNp,status,lastUpdated,votesCast,totalVoters
Karnali,Surkhet,सुर्खेत,6-सुर्खेत-1,Surkhet-1,सुर्खेत क्षेत्र नं. 1,DECLARED,2026-06-30T21:28:05.771Z,66227,122892
Karnali,Surkhet,सुर्खेत,6-सुर्खेत-2,Surkhet-2,सुर्खेत क्षेत्र नं. 2,DECLARED,2026-06-30T21:28:05.771Z,68766,126032
Lumbini,Banke,बाँके,5-बाँके-1,Banke-1,बाँके क्षेत्र नं. 1,DECLARED,2026-06-30T21:28:05.771Z,70907,124718
Lumbini,Banke,बाँके,5-बाँके-2,Banke-2,बाँके क्षेत्र नं. 2,DECLARED,2026-06-30T21:28:05.771Z,66701,108286
Lumbini,Banke,बाँके,5-बाँके-3,Banke-3,बाँके क्षेत्र नं. 3,DECLARED,2026-06-30T21:28:05.771Z,70259,117350
Lumbini,Bardiya,बर्दिया,5-बर्दिया-1,Bardiya-1,बर्दिया क्षेत्र नं. 1,DECLARED,2026-06-30T21:28:05.771Z,96609,168008
Lumbini,Bardiya,बर्दिया,5-बर्दिया-2,Bardiya-2,बर्दिया क्षेत्र नं. 2,DECLARED,2026-06-30T21:28:05.771Z,88130,155199
Sudurpashchim,Bajura,बाजुरा,7-बाजुरा-1,Bajura-1,बाजुरा क्षेत्र नं. 1,DECLARED,2026-06-30T21:28:05.771Z,43896,87861
Sudurpashchim,Achham,अछाम,7-अछाम-1,Achham-1,अछाम क्षेत्र नं. 1,DECLARED,2026-06-30T21:28:05.771Z,30348,82498
Sudurpashchim,Achham,अछाम,7-अछाम-2,Achham-2,अछाम क्षेत्र नं. 2,DECLARED,2026-06-30T21:28:05.771Z,30569,82787
Sudurpashchim,Bajhang,बझाङ,7-बझाङ-1,Bajhang-1,बझाङ क्षेत्र नं. 1,DECLARED,2026-06-30T21:28:05.771Z,54833,126903
Sudurpashchim,Doti,डोटी,7-डोटी-1,Doti-1,डोटी क्षेत्र नं. 1,DECLARED,2026-06-30T21:28:05.771Z,49168,128399
Sudurpashchim,Kailali,कैलाली,7-कैलाली-1,Kailali-1,कैलाली क्षेत्र नं. 1,DECLARED,2026-06-30T21:28:05.771Z,54219,108489
Sudurpashchim,Kailali,कैलाली,7-कैलाली-2,Kailali-2,कैलाली क्षेत्र नं. 2,DECLARED,2026-06-30T21:28:05.771Z,52637,107757
Sudurpashchim,Kailali,कैलाली,7-कैलाली-3,Kailali-3,कैलाली क्षेत्र नं. 3,DECLARED,2026-06-30T21:28:05.771Z,56443,109120
Sudurpashchim,Kailali,कैलाली,7-कैलाली-4,Kailali-4,कैलाली क्षेत्र नं. 4,DECLARED,2026-06-30T21:28:05.771Z,58283,106600
Sudurpashchim,Kailali,कैलाली,7-कैलाली-5,Kailali-5,कैलाली क्षेत्र नं. 5,DECLARED,2026-06-30T21:28:05.771Z,62147,110538
Sudurpashchim,Darchula,दार्चुला,7-दार्चुला-1,Darchula-1,दार्चुला क्षेत्र नं. 1,DECLARED,2026-06-30T21:28:05.771Z,47890,92946
Sudurpashchim,Baitadi,बैतडी,7-बैतडी-1,Baitadi-1,बैतडी क्षेत्र नं. 1,DECLARED,2026-06-30T21:28:05.771Z,67730,156370
